"Name","Agent","ID","State","User","Notes","Job Type","Group","Tags","Created","End Time","Updated","Max Test Accuracy","time_mask_param","dropOutProbability","freq_mask_param"
"glorious-sweep-102","","3l3y6qc3","finished","","-","","","","2024-07-15T15:24:38.000Z","2024-07-15T15:29:48.000Z","2024-07-15T15:29:48.000Z","0.8282598818718764","40","0","40"
"crimson-sweep-481","","ma51xxkl","finished","","-","","","","2024-07-17T01:23:01.000Z","2024-07-17T01:25:46.000Z","2024-07-17T01:25:46.000Z","0.8268968650613358","50","0.3","30"
"vibrant-sweep-535","","5weo6d2e","finished","","-","","","","2024-07-17T06:02:43.000Z","2024-07-17T06:13:53.000Z","2024-07-17T06:13:53.000Z","0.826715129486597","30","0.3","50"
"treasured-sweep-168","","sbg7mh7m","finished","","-","","","","2024-07-15T21:42:32.000Z","2024-07-15T21:46:10.000Z","2024-07-15T21:46:10.000Z","0.8265333939118582","70","0.1","10"
"bright-sweep-16","","qwiv0zdv","finished","","-","","","","2024-07-15T06:26:30.000Z","2024-07-15T06:34:54.000Z","2024-07-15T06:34:54.000Z","0.8263516583371195","20","0","10"
"giddy-sweep-334","","dyc0dsm9","finished","","-","","","","2024-07-16T12:59:26.000Z","2024-07-16T13:04:41.000Z","2024-07-16T13:04:41.000Z","0.8258064516129032","50","0.2","20"
"vivid-sweep-22","","r8bpb2f7","finished","","-","","","","2024-07-15T06:57:04.000Z","2024-07-15T07:03:00.000Z","2024-07-15T07:03:00.000Z","0.8257155838255339","10","0","10"
"efficient-sweep-73","","t2fru5g9","finished","","-","","","","2024-07-15T12:53:40.000Z","2024-07-15T12:57:58.000Z","2024-07-15T12:57:58.000Z","0.8255338482507951","30","0","30"
"atomic-sweep-157","","xuaqughr","finished","","-","","","","2024-07-15T20:49:25.000Z","2024-07-15T20:55:27.000Z","2024-07-15T20:55:27.000Z","0.8250795093139482","30","0.1","10"
"genial-sweep-353","","euptkkdb","finished","","-","","","","2024-07-16T14:20:31.000Z","2024-07-16T14:26:34.000Z","2024-07-16T14:26:34.000Z","0.8247160381644707","30","0.2","30"
"misunderstood-sweep-490","","i2fwsvlw","finished","","-","","","","2024-07-17T02:01:11.000Z","2024-07-17T02:05:33.000Z","2024-07-17T02:05:33.000Z","0.8246251703771014","70","0.3","30"
"faithful-sweep-446","","949nmgwq","finished","","-","","","","2024-07-16T22:30:50.000Z","2024-07-16T22:38:37.000Z","2024-07-16T22:38:37.000Z","0.8238982280781463","50","0.3","10"
"driven-sweep-37","","lenrcpqn","finished","","-","","","","2024-07-15T08:44:33.000Z","2024-07-15T08:50:30.000Z","2024-07-15T08:50:30.000Z","0.8235347569286687","20","0","20"
"fiery-sweep-150","","p0okx9ia","finished","","-","","","","2024-07-15T19:48:11.000Z","2024-07-15T19:53:21.000Z","2024-07-15T19:53:21.000Z","0.8234438891412994","30","0.1","10"
"vivid-sweep-108","","apylk48u","finished","","-","","","","2024-07-15T15:58:34.000Z","2024-07-15T16:09:26.000Z","2024-07-15T16:09:26.000Z","0.8230804179918219","30","0","40"
"playful-sweep-351","","qar1zu8p","finished","","-","","","","2024-07-16T14:12:27.000Z","2024-07-16T14:16:51.000Z","2024-07-16T14:16:51.000Z","0.8228078146297138","10","0.2","30"
"ethereal-sweep-226","","saxozqdl","finished","","-","","","","2024-07-16T03:18:30.000Z","2024-07-16T03:22:50.000Z","2024-07-16T03:22:50.000Z","0.822626079054975","20","0.1","40"
"atomic-sweep-62","","ae2ikjo4","finished","","-","","","","2024-07-15T11:30:03.000Z","2024-07-15T11:33:34.000Z","2024-07-15T11:33:34.000Z","0.8222626079054975","60","0","30"
"usual-sweep-89","","4h7a9e3t","finished","","-","","","","2024-07-15T14:10:52.000Z","2024-07-15T14:13:30.000Z","2024-07-15T14:13:30.000Z","0.8209904588823262","50","0","40"
"vivid-sweep-325","","g4x6fjwr","finished","","-","","","","2024-07-16T12:10:10.000Z","2024-07-16T12:22:55.000Z","2024-07-16T12:22:55.000Z","0.8201726487960018","30","0.2","20"
"winter-sweep-433","","amaj152n","finished","","-","","","","2024-07-16T20:42:45.000Z","2024-07-16T20:47:58.000Z","2024-07-16T20:47:58.000Z","0.8199000454338937","60","0.3","10"
"dainty-sweep-404","","cm06nhpv","finished","","-","","","","2024-07-16T18:20:34.000Z","2024-07-16T18:23:15.000Z","2024-07-16T18:23:15.000Z","0.8192639709223081","50","0.2","50"
"soft-sweep-415","","amtyy7qg","finished","","-","","","","2024-07-16T19:18:41.000Z","2024-07-16T19:22:13.000Z","2024-07-16T19:22:13.000Z","0.8188096319854612","20","0.2","50"
"elated-sweep-24","","1npljy6j","finished","","-","","","","2024-07-15T07:11:32.000Z","2024-07-15T07:16:39.000Z","2024-07-15T07:16:39.000Z","0.8186278964107224","30","0","10"
"fiery-sweep-498","","1h0l3vqc","finished","","-","","","","2024-07-17T02:27:39.000Z","2024-07-17T02:34:36.000Z","2024-07-17T02:34:36.000Z","0.8182644252612449","10","0.3","30"
"tough-sweep-378","","oojl93u7","finished","","-","","","","2024-07-16T16:01:59.000Z","2024-07-16T16:09:44.000Z","2024-07-16T16:09:44.000Z","0.8179009541117673","70","0.2","40"
"laced-sweep-297","","v98v9p8w","finished","","-","","","","2024-07-16T10:19:06.000Z","2024-07-16T10:24:21.000Z","2024-07-16T10:24:21.000Z","0.8168105406633348","30","0.2","10"
"silver-sweep-268","","nn1bnvzt","finished","","-","","","","2024-07-16T07:14:11.000Z","2024-07-16T07:18:36.000Z","2024-07-16T07:18:36.000Z","0.8167196728759655","20","0.1","50"
"rosy-sweep-354","","7vb7a3kl","finished","","-","","","","2024-07-16T14:26:36.000Z","2024-07-16T14:29:14.000Z","2024-07-16T14:29:14.000Z","0.8166288050885961","40","0.2","30"
"major-sweep-221","","m9tin1mt","finished","","-","","","","2024-07-16T02:56:18.000Z","2024-07-16T03:01:30.000Z","2024-07-16T03:01:30.000Z","0.8165379373012267","40","0.1","30"
"soft-sweep-76","","h5kwawfi","finished","","-","","","","2024-07-15T13:05:08.000Z","2024-07-15T13:12:46.000Z","2024-07-15T13:12:46.000Z","0.8165379373012267","60","0","30"
"twilight-sweep-19","","1wqvblpv","finished","","-","","","","2024-07-15T06:43:47.000Z","2024-07-15T06:50:32.000Z","2024-07-15T06:50:32.000Z","0.8153566560654248","50","0","10"
"neat-sweep-244","","v68hkjta","finished","","-","","","","2024-07-16T04:42:00.000Z","2024-07-16T04:47:12.000Z","2024-07-16T04:47:12.000Z","0.8138119036801454","60","0.1","40"
"playful-sweep-457","","yxt0l6lj","finished","","-","","","","2024-07-16T23:38:16.000Z","2024-07-16T23:41:49.000Z","2024-07-16T23:41:49.000Z","0.8133575647432985","20","0.3","20"
"breezy-sweep-223","","3nw1i19f","finished","","-","","","","2024-07-16T03:05:09.000Z","2024-07-16T03:08:42.000Z","2024-07-16T03:08:42.000Z","0.8128123580190822","60","0.1","30"
"swept-sweep-207","","wv7y3jq0","finished","","-","","","","2024-07-16T01:53:18.000Z","2024-07-16T01:59:20.000Z","2024-07-16T01:59:20.000Z","0.8127214902317128","40","0.1","30"
"exalted-sweep-434","","hijcgh9a","finished","","-","","","","2024-07-16T20:48:03.000Z","2024-07-16T20:54:04.000Z","2024-07-16T20:54:04.000Z","0.8119945479327578","70","0.3","10"
"faithful-sweep-238","","eqp5u0r5","finished","","-","","","","2024-07-16T04:05:58.000Z","2024-07-16T04:17:49.000Z","2024-07-16T04:17:49.000Z","0.8116310767832803","70","0.1","40"
"driven-sweep-146","","zef4zh1l","finished","","-","","","","2024-07-15T19:20:17.000Z","2024-07-15T19:26:22.000Z","2024-07-15T19:26:22.000Z","0.811540208995911","60","0.1","10"
"lilac-sweep-280","","5cv6rdnf","finished","","-","","","","2024-07-16T08:32:04.000Z","2024-07-16T08:35:35.000Z","2024-07-16T08:35:35.000Z","0.8106315311222172","70","0.1","50"
"glamorous-sweep-66","","vj5gdcox","finished","","-","","","","2024-07-15T11:54:09.000Z","2024-07-15T12:08:00.000Z","2024-07-15T12:08:00.000Z","0.8105406633348478","30","0","30"
"giddy-sweep-468","","pblwwoxc","finished","","-","","","","2024-07-17T00:20:09.000Z","2024-07-17T00:22:49.000Z","2024-07-17T00:22:49.000Z","0.8103589277601091","60","0.3","20"
"bumbling-sweep-48","","wca74bmp","finished","","-","","","","2024-07-15T10:19:58.000Z","2024-07-15T10:25:56.000Z","2024-07-15T10:25:56.000Z","0.8101771921853703","60","0","20"
"helpful-sweep-451","","8e2ofamr","finished","","-","","","","2024-07-16T22:52:15.000Z","2024-07-16T23:00:53.000Z","2024-07-16T23:00:53.000Z","0.8101771921853703","30","0.3","20"
"smart-sweep-44","","v2rhof28","finished","","-","","","","2024-07-15T09:43:24.000Z","2024-07-15T09:48:31.000Z","2024-07-15T09:48:31.000Z","0.8100863243980009","20","0","20"
"ancient-sweep-427","","6l3fg8g7","finished","","-","","","","2024-07-16T20:01:43.000Z","2024-07-16T20:07:49.000Z","2024-07-16T20:07:49.000Z","0.807723761926397","70","0.3","10"
"neat-sweep-486","","bwr4t120","finished","","-","","","","2024-07-17T01:46:52.000Z","2024-07-17T01:50:23.000Z","2024-07-17T01:50:23.000Z","0.8071785552021808","30","0.3","30"
"soft-sweep-11","","dl2c0b94","finished","","-","","","","2024-07-15T06:03:58.000Z","2024-07-15T06:09:05.000Z","2024-07-15T06:09:05.000Z","0.8059064061790095","40","0","10"
"noble-sweep-387","","nvzay2tp","finished","","-","","","","2024-07-16T16:45:33.000Z","2024-07-16T16:52:28.000Z","2024-07-16T16:52:28.000Z","0.8057246706042708","20","0.2","40"
"curious-sweep-532","","nfbjj8nq","finished","","-","","","","2024-07-17T05:44:17.000Z","2024-07-17T05:52:53.000Z","2024-07-17T05:52:53.000Z","0.8056338028169014","70","0.3","40"
"glorious-sweep-282","","fbfsqkhs","finished","","-","","","","2024-07-16T08:40:52.000Z","2024-07-16T08:46:57.000Z","2024-07-16T08:46:57.000Z","0.8052703316674239","20","0.2","10"
"elated-sweep-295","","3tv9jbiy","finished","","-","","","","2024-07-16T10:11:54.000Z","2024-07-16T10:17:09.000Z","2024-07-16T10:17:09.000Z","0.8051794638800546","10","0.2","10"
"amber-sweep-546","","dgsd4181","finished","","-","","","","2024-07-17T06:55:15.000Z","2024-07-17T07:05:38.000Z","2024-07-17T07:05:38.000Z","0.8049977283053158","70","0.3","50"
"swift-sweep-500","","bjdgd7h5","finished","","-","","","","2024-07-17T02:36:35.000Z","2024-07-17T02:41:04.000Z","2024-07-17T02:41:04.000Z","0.8049068605179464","30","0.3","30"
"glad-sweep-369","","glegn29q","finished","","-","","","","2024-07-16T15:31:12.000Z","2024-07-16T15:34:43.000Z","2024-07-16T15:34:43.000Z","0.8044525215810995","50","0.2","40"
"astral-sweep-373","","lu2dm2z5","finished","","-","","","","2024-07-16T15:42:55.000Z","2024-07-16T15:49:50.000Z","2024-07-16T15:49:50.000Z","0.8034529759200364","20","0.2","40"
"crimson-sweep-322","","8ltvxpru","finished","","-","","","","2024-07-16T11:56:49.000Z","2024-07-16T12:02:05.000Z","2024-07-16T12:02:05.000Z","0.8029077691958201","70","0.2","20"
"woven-sweep-215","","kfjewm3x","finished","","-","","","","2024-07-16T02:33:53.000Z","2024-07-16T02:40:49.000Z","2024-07-16T02:40:49.000Z","0.8019082235347569","50","0.1","30"
"genial-sweep-99","","z640dqts","finished","","-","","","","2024-07-15T15:15:45.000Z","2024-07-15T15:20:03.000Z","2024-07-15T15:20:03.000Z","0.8013630168105407","10","0","40"
"young-sweep-54","","vsr7by10","finished","","-","","","","2024-07-15T10:48:35.000Z","2024-07-15T10:52:52.000Z","2024-07-15T10:52:52.000Z","0.8008178100863244","50","0","20"
"true-sweep-285","","xm3wrsg9","finished","","-","","","","2024-07-16T09:00:59.000Z","2024-07-16T09:04:30.000Z","2024-07-16T09:04:30.000Z","0.8008178100863244","50","0.2","10"
"earnest-sweep-261","","37o21hb6","finished","","-","","","","2024-07-16T06:21:57.000Z","2024-07-16T06:25:29.000Z","2024-07-16T06:25:29.000Z","0.8005452067242163","20","0.1","50"
"serene-sweep-122","","c1pwxjev","finished","","-","","","","2024-07-15T17:01:44.000Z","2024-07-15T17:06:05.000Z","2024-07-15T17:06:05.000Z","0.8002726033621081","30","0","50"
"ruby-sweep-441","","myxh5nsz","finished","","-","","","","2024-07-16T21:43:57.000Z","2024-07-16T21:49:15.000Z","2024-07-16T21:49:15.000Z","0.8001817355747387","70","0.3","10"
"resilient-sweep-279","","b598wz2g","finished","","-","","","","2024-07-16T08:22:32.000Z","2024-07-16T08:32:01.000Z","2024-07-16T08:32:01.000Z","0.7993639254884144","60","0.1","50"
"cosmic-sweep-537","","df2zj187","finished","","-","","","","2024-07-17T06:16:45.000Z","2024-07-17T06:25:24.000Z","2024-07-17T06:25:24.000Z","0.7993639254884144","50","0.3","50"
"astral-sweep-195","","vul3o96j","finished","","-","","","","2024-07-16T00:36:29.000Z","2024-07-16T00:40:00.000Z","2024-07-16T00:40:00.000Z","0.7989095865515675","60","0.1","20"
"stoic-sweep-177","","iqi96oc6","finished","","-","","","","2024-07-15T22:32:40.000Z","2024-07-15T22:36:12.000Z","2024-07-15T22:36:12.000Z","0.7983643798273512","20","0.1","20"
"daily-sweep-152","","m658o61x","finished","","-","","","","2024-07-15T19:56:13.000Z","2024-07-15T20:09:52.000Z","2024-07-15T20:09:52.000Z","0.7975465697410268","50","0.1","10"
"peach-sweep-75","","z79u7ihb","finished","","-","","","","2024-07-15T13:01:34.000Z","2024-07-15T13:05:02.000Z","2024-07-15T13:05:02.000Z","0.7974557019536574","50","0","30"
"serene-sweep-91","","3w61f6rr","finished","","-","","","","2024-07-15T14:16:16.000Z","2024-07-15T14:20:34.000Z","2024-07-15T14:20:34.000Z","0.7974557019536574","70","0","40"
"floral-sweep-7","","z66igpd2","finished","","-","","","","2024-07-15T05:38:47.000Z","2024-07-15T05:45:40.000Z","2024-07-15T05:45:40.000Z","0.7968196274420718","70","0","10"
"whole-sweep-1","","59k6dg0d","finished","","-","","","","2024-07-15T05:11:30.000Z","2024-07-15T05:14:59.000Z","2024-07-15T05:14:59.000Z","0.7962744207178555","10","0","10"
"robust-sweep-470","","fvdd5qfw","finished","","-","","","","2024-07-17T00:27:15.000Z","2024-07-17T00:33:21.000Z","2024-07-17T00:33:21.000Z","0.7960926851431168","10","0.3","20"
"azure-sweep-473","","9od4qnk8","finished","","-","","","","2024-07-17T00:53:16.000Z","2024-07-17T00:58:29.000Z","2024-07-17T00:58:29.000Z","0.7953657428441617","40","0.3","20"
"balmy-sweep-389","","lpgzn5df","finished","","-","","","","2024-07-16T16:59:41.000Z","2024-07-16T17:04:06.000Z","2024-07-16T17:04:06.000Z","0.7952748750567924","40","0.2","40"
"chocolate-sweep-121","","krw7pil9","finished","","-","","","","2024-07-15T16:57:19.000Z","2024-07-15T17:01:38.000Z","2024-07-15T17:01:38.000Z","0.7949114039073149","20","0","50"
"toasty-sweep-211","","hyzgmuvr","finished","","-","","","","2024-07-16T02:08:34.000Z","2024-07-16T02:12:10.000Z","2024-07-16T02:12:10.000Z","0.7945479327578373","10","0.1","30"
"vague-sweep-520","","8pya2se8","finished","","-","","","","2024-07-17T04:44:41.000Z","2024-07-17T04:50:00.000Z","2024-07-17T04:50:00.000Z","0.7942753293957292","20","0.3","40"
"lilac-sweep-506","","taba4bno","finished","","-","","","","2024-07-17T02:59:54.000Z","2024-07-17T03:03:26.000Z","2024-07-17T03:03:26.000Z","0.7926397092230805","20","0.3","40"
"exalted-sweep-49","","5pczigdu","finished","","-","","","","2024-07-15T10:25:57.000Z","2024-07-15T10:32:45.000Z","2024-07-15T10:32:45.000Z","0.7922762380736029","70","0","20"
"robust-sweep-158","","769jyds0","finished","","-","","","","2024-07-15T20:55:29.000Z","2024-07-15T20:59:50.000Z","2024-07-15T20:59:50.000Z","0.7917310313493866","40","0.1","10"
"exalted-sweep-47","","mzb0e6pt","finished","","-","","","","2024-07-15T10:16:25.000Z","2024-07-15T10:19:55.000Z","2024-07-15T10:19:55.000Z","0.7914584279872785","50","0","20"
"grateful-sweep-267","","3shgke8o","finished","","-","","","","2024-07-16T07:08:53.000Z","2024-07-16T07:14:05.000Z","2024-07-16T07:14:05.000Z","0.7913675601999092","10","0.1","50"
"balmy-sweep-505","","vfgcaf6t","finished","","-","","","","2024-07-17T02:56:21.000Z","2024-07-17T02:59:51.000Z","2024-07-17T02:59:51.000Z","0.7909132212630623","10","0.3","40"
"lively-sweep-508","","4gsmi971","finished","","-","","","","2024-07-17T03:08:45.000Z","2024-07-17T03:15:39.000Z","2024-07-17T03:15:39.000Z","0.7902771467514766","40","0.3","40"
"earnest-sweep-85","","xz3mjkto","finished","","-","","","","2024-07-15T13:45:50.000Z","2024-07-15T13:47:40.000Z","2024-07-15T13:47:40.000Z","0.7900954111767379","10","0","40"
"sunny-sweep-390","","xiqz5c16","finished","","-","","","","2024-07-16T17:04:12.000Z","2024-07-16T17:06:53.000Z","2024-07-16T17:06:53.000Z","0.7882780554293503","50","0.2","40"
"rural-sweep-139","","gtx423lz","finished","","-","","","","2024-07-15T18:46:11.000Z","2024-07-15T18:52:08.000Z","2024-07-15T18:52:08.000Z","0.7880963198546116","60","0","50"
"silvery-sweep-284","","73ld2ot4","finished","","-","","","","2024-07-16T08:55:42.000Z","2024-07-16T09:00:55.000Z","2024-07-16T09:00:55.000Z","0.7880963198546116","40","0.2","10"
"wild-sweep-510","","qyji6ml0","finished","","-","","","","2024-07-17T03:19:29.000Z","2024-07-17T03:22:12.000Z","2024-07-17T03:22:12.000Z","0.7873693775556565","60","0.3","40"
"pretty-sweep-358","","3xeuidov","finished","","-","","","","2024-07-16T14:37:31.000Z","2024-07-16T14:42:50.000Z","2024-07-16T14:42:50.000Z","0.7868241708314403","10","0.2","30"
"quiet-sweep-193","","mgfjnalr","finished","","-","","","","2024-07-16T00:08:25.000Z","2024-07-16T00:21:00.000Z","2024-07-16T00:21:00.000Z","0.7865515674693321","40","0.1","20"
"driven-sweep-40","","mbd86j2d","finished","","-","","","","2024-07-15T08:55:49.000Z","2024-07-15T08:58:27.000Z","2024-07-15T08:58:27.000Z","0.7859154929577464","50","0","20"
"avid-sweep-302","","88qsifps","finished","","-","","","","2024-07-16T10:46:38.000Z","2024-07-16T10:51:02.000Z","2024-07-16T10:51:02.000Z","0.7859154929577464","10","0.2","10"
"dauntless-sweep-301","","rmsnavmi","finished","","-","","","","2024-07-16T10:41:15.000Z","2024-07-16T10:46:33.000Z","2024-07-16T10:46:33.000Z","0.7854611540208996","70","0.2","10"
"unique-sweep-162","","rrqw1r6m","finished","","-","","","","2024-07-15T21:12:28.000Z","2024-07-15T21:17:42.000Z","2024-07-15T21:17:42.000Z","0.7850068150840527","10","0.1","10"
"proud-sweep-233","","uc109ra2","finished","","-","","","","2024-07-16T03:40:27.000Z","2024-07-16T03:45:36.000Z","2024-07-16T03:45:36.000Z","0.7848250795093139","20","0.1","40"
"classic-sweep-77","","odn59o9a","finished","","-","","","","2024-07-15T13:12:50.000Z","2024-07-15T13:14:38.000Z","2024-07-15T13:14:38.000Z","0.7847342117219446","70","0","30"
"summer-sweep-164","","y0pru3af","finished","","-","","","","2024-07-15T21:26:25.000Z","2024-07-15T21:30:47.000Z","2024-07-15T21:30:47.000Z","0.784370740572467","30","0.1","10"
"stellar-sweep-8","","qordvz4b","finished","","-","","","","2024-07-15T05:45:42.000Z","2024-07-15T05:50:03.000Z","2024-07-15T05:50:03.000Z","0.7840072694229896","10","0","10"
"light-sweep-115","","f7xjpp0w","finished","","-","","","","2024-07-15T16:34:59.000Z","2024-07-15T16:37:43.000Z","2024-07-15T16:37:43.000Z","0.7819173103134939","30","0","50"
"bright-sweep-475","","89psopvy","finished","","-","","","","2024-07-17T01:00:28.000Z","2024-07-17T01:04:51.000Z","2024-07-17T01:04:51.000Z","0.7811903680145389","60","0.3","20"
"happy-sweep-20","","hoy4956u","finished","","-","","","","2024-07-15T06:50:38.000Z","2024-07-15T06:53:13.000Z","2024-07-15T06:53:13.000Z","0.7806451612903226","60","0","10"
"dutiful-sweep-479","","64s50unf","finished","","-","","","","2024-07-17T01:16:30.000Z","2024-07-17T01:20:02.000Z","2024-07-17T01:20:02.000Z","0.780281690140845","30","0.3","30"
"honest-sweep-312","","9qe0z28a","finished","","-","","","","2024-07-16T11:18:23.000Z","2024-07-16T11:23:35.000Z","2024-07-16T11:23:35.000Z","0.7798273512039982","40","0.2","20"
"radiant-sweep-497","","8twq90c2","finished","","-","","","","2024-07-17T02:24:52.000Z","2024-07-17T02:27:33.000Z","2024-07-17T02:27:33.000Z","0.7793730122671513","70","0.3","30"
"royal-sweep-329","","jjawg6qb","finished","","-","","","","2024-07-16T12:33:46.000Z","2024-07-16T12:36:28.000Z","2024-07-16T12:36:28.000Z","0.7786460699681963","70","0.2","20"
"glowing-sweep-147","","r37q15fb","finished","","-","","","","2024-07-15T19:26:27.000Z","2024-07-15T19:30:48.000Z","2024-07-15T19:30:48.000Z","0.777373920945025","70","0.1","10"
"cerulean-sweep-110","","akhaugrn","finished","","-","","","","2024-07-15T16:18:04.000Z","2024-07-15T16:22:23.000Z","2024-07-15T16:22:23.000Z","0.7762835074965925","50","0","40"
"glowing-sweep-514","","9wubowcw","finished","","-","","","","2024-07-17T03:54:22.000Z","2024-07-17T03:57:53.000Z","2024-07-17T03:57:53.000Z","0.776192639709223","30","0.3","40"
"fresh-sweep-310","","ti1yeqy7","finished","","-","","","","2024-07-16T11:11:11.000Z","2024-07-16T11:15:33.000Z","2024-07-16T11:15:33.000Z","0.7756474329850068","20","0.2","20"
"devoted-sweep-315","","c3w3kjfw","finished","","-","","","","2024-07-16T11:32:31.000Z","2024-07-16T11:36:03.000Z","2024-07-16T11:36:03.000Z","0.7755565651976375","70","0.2","20"
"worldly-sweep-208","","78hiynbm","finished","","-","","","","2024-07-16T01:59:22.000Z","2024-07-16T02:02:03.000Z","2024-07-16T02:02:03.000Z","0.7753748296228987","50","0.1","30"
"exalted-sweep-445","","gwqt61ty","finished","","-","","","","2024-07-16T22:20:31.000Z","2024-07-16T22:30:49.000Z","2024-07-16T22:30:49.000Z","0.7743752839618355","40","0.3","10"
"grateful-sweep-258","","x3ecx40j","finished","","-","","","","2024-07-16T06:06:05.000Z","2024-07-16T06:12:12.000Z","2024-07-16T06:12:12.000Z","0.7741026805997274","60","0.1","50"
"comfy-sweep-134","","ql462gqf","finished","","-","","","","2024-07-15T18:24:31.000Z","2024-07-15T18:27:09.000Z","2024-07-15T18:27:09.000Z","0.7739209450249886","10","0","50"
"frosty-sweep-262","","c3ellkjz","finished","","-","","","","2024-07-16T06:25:31.000Z","2024-07-16T06:30:44.000Z","2024-07-16T06:30:44.000Z","0.7731031349386642","30","0.1","50"
"deep-sweep-120","","ae2bh9tz","finished","","-","","","","2024-07-15T16:53:42.000Z","2024-07-15T16:57:10.000Z","2024-07-15T16:57:10.000Z","0.772557928214448","10","0","50"
"lively-sweep-33","","64jb336j","finished","","-","","","","2024-07-15T08:25:29.000Z","2024-07-15T08:28:05.000Z","2024-07-15T08:28:05.000Z","0.7724670604270786","50","0","20"
"happy-sweep-34","","6ftzvfwj","finished","","-","","","","2024-07-15T08:28:10.000Z","2024-07-15T08:31:36.000Z","2024-07-15T08:31:36.000Z","0.7721944570649705","60","0","20"
"earthy-sweep-57","","ibqv2ol1","finished","","-","","","","2024-07-15T11:00:03.000Z","2024-07-15T11:02:39.000Z","2024-07-15T11:02:39.000Z","0.7718309859154929","10","0","30"
"unique-sweep-421","","ikyekcxf","finished","","-","","","","2024-07-16T19:38:28.000Z","2024-07-16T19:42:52.000Z","2024-07-16T19:42:52.000Z","0.7716492503407542","10","0.3","10"
"golden-sweep-367","","6tnjb1i3","finished","","-","","","","2024-07-16T15:24:41.000Z","2024-07-16T15:27:26.000Z","2024-07-16T15:27:26.000Z","0.7714675147660155","30","0.2","40"
"rural-sweep-414","","bigfpe1f","finished","","-","","","","2024-07-16T19:15:08.000Z","2024-07-16T19:18:39.000Z","2024-07-16T19:18:39.000Z","0.7714675147660155","10","0.2","50"
"lemon-sweep-28","","p7rt990u","finished","","-","","","","2024-07-15T07:53:03.000Z","2024-07-15T07:56:29.000Z","2024-07-15T07:56:29.000Z","0.7692866878691503","70","0","10"
"proud-sweep-117","","asm52q55","finished","","-","","","","2024-07-15T16:39:35.000Z","2024-07-15T16:44:44.000Z","2024-07-15T16:44:44.000Z","0.7692866878691503","50","0","50"
"glad-sweep-243","","rzjsrb5v","finished","","-","","","","2024-07-16T04:38:27.000Z","2024-07-16T04:41:57.000Z","2024-07-16T04:41:57.000Z","0.7689232167196729","50","0.1","40"
"whole-sweep-469","","373wkee6","finished","","-","","","","2024-07-17T00:22:50.000Z","2024-07-17T00:27:13.000Z","2024-07-17T00:27:13.000Z","0.7685597455701954","70","0.3","20"
"classic-sweep-429","","x6tghqwq","finished","","-","","","","2024-07-16T20:18:53.000Z","2024-07-16T20:26:39.000Z","2024-07-16T20:26:39.000Z","0.7677419354838709","20","0.3","10"
"ruby-sweep-416","","lglvz5jm","finished","","-","","","","2024-07-16T19:22:15.000Z","2024-07-16T19:24:06.000Z","2024-07-16T19:24:06.000Z","0.7676510676965016","30","0.2","50"
"trim-sweep-529","","usrqishb","finished","","-","","","","2024-07-17T05:33:32.000Z","2024-07-17T05:39:34.000Z","2024-07-17T05:39:34.000Z","0.767287596547024","40","0.3","40"
"fancy-sweep-391","","i05tekym","finished","","-","","","","2024-07-16T17:06:57.000Z","2024-07-16T17:09:38.000Z","2024-07-16T17:09:38.000Z","0.767287596547024","60","0.2","40"
"dulcet-sweep-277","","ar1ysuhh","finished","","-","","","","2024-07-16T07:47:25.000Z","2024-07-16T07:51:49.000Z","2024-07-16T07:51:49.000Z","0.7671058609722853","40","0.1","50"
"sweepy-sweep-191","","0oqte0m3","finished","","-","","","","2024-07-15T23:55:12.000Z","2024-07-16T00:01:17.000Z","2024-07-16T00:01:17.000Z","0.7667423898228078","20","0.1","20"
"dashing-sweep-78","","9sd2v4zr","finished","","-","","","","2024-07-15T13:14:40.000Z","2024-07-15T13:16:28.000Z","2024-07-15T13:16:28.000Z","0.7665606542480691","10","0","30"
"usual-sweep-43","","6e9ns9rj","finished","","-","","","","2024-07-15T09:33:57.000Z","2024-07-15T09:43:20.000Z","2024-07-15T09:43:20.000Z","0.7663789186733303","10","0","20"
"crisp-sweep-225","","otds0bxt","finished","","-","","","","2024-07-16T03:15:43.000Z","2024-07-16T03:18:24.000Z","2024-07-16T03:18:24.000Z","0.7661971830985915","10","0.1","40"
"true-sweep-178","","b1y25qrh","finished","","-","","","","2024-07-15T22:36:19.000Z","2024-07-15T22:39:04.000Z","2024-07-15T22:39:04.000Z","0.7654702407996365","30","0.1","20"
"zesty-sweep-201","","hhe3kq7d","finished","","-","","","","2024-07-16T01:16:32.000Z","2024-07-16T01:19:16.000Z","2024-07-16T01:19:16.000Z","0.7649250340754202","50","0.1","30"
"elated-sweep-388","","1xuamh3v","finished","","-","","","","2024-07-16T16:52:34.000Z","2024-07-16T16:59:35.000Z","2024-07-16T16:59:35.000Z","0.7642889595638346","30","0.2","40"
"bumbling-sweep-305","","uk5cbghu","finished","","-","","","","2024-07-16T10:56:42.000Z","2024-07-16T11:00:14.000Z","2024-07-16T11:00:14.000Z","0.7639254884143571","40","0.2","10"
"fanciful-sweep-423","","6ryvh7s9","finished","","-","","","","2024-07-16T19:46:27.000Z","2024-07-16T19:49:58.000Z","2024-07-16T19:49:58.000Z","0.7635620172648796","30","0.3","10"
